EL1: Electronic Ladder,A1: Melano KF No DNAse 4,B1: Melano KF No DNAse 6,C1: Melano KF Yes DNAse 1,D1: Melano KF Yes DNAse 3,E1: Melano D No DNAse 1,F1: Melano D No DNAse 5,G1: Melano D Yes DNAse 2,H1: Melano D Yes DNAse 5
98.08273,20.20889,21.77333,75.4856,53.17111,114.4944,38.28728,41.01219,13.92896
99.29156,19.93613,21.28341,78.74106,49.35203,110.1025,37.78954,43.51311,13.58456
99.06339,19.52974,20.82821,80.88882,45.71967,104.7959,37.36126,46.26584,13.34593
97.45181,19.26543,20.50297,82.35101,42.43495,98.88515,36.9203,49.39053,13.22952
94.50578,19.04759,20.26414,82.70729,39.52417,92.55431,36.58578,52.96858,13.28802
90.77435,18.93386,19.90413,82.27162,36.96478,85.98329,36.23075,56.89625,13.41638
86.22996,18.81965,19.68097,80.71628,34.77864,79.51974,36.11245,61.1481,13.58443
80.70927,18.59446,19.55435,78.24754,32.89131,73.5048,36.127,65.74341,13.81752
74.90852,18.35077,19.34904,75.05022,31.49342,67.88879,36.29412,70.70818,13.96814
68.94247,18.28591,19.14916,71.2499,30.39959,62.85464,36.4734,75.84969,14.08228
62.84081,18.02755,19.03876,66.83649,29.43788,58.35638,36.97957,81.03374,14.18045
56.55688,17.89307,18.98879,62.21244,28.73107,54.4468,37.56368,86.45153,14.32495
50.46388,17.7059,18.94929,57.2313,28.14769,51.19759,38.30265,91.54864,14.69301
44.74711,17.54672,19.01643,52.47346,27.73724,48.43289,38.98378,96.37801,15.07554
39.44721,17.46352,19.08633,47.88187,27.4121,46.0751,39.68293,100.8032,15.48653
34.87772,17.47688,18.97435,43.6306,27.05013,44.12878,40.27391,104.4362,15.93211
30.95333,17.40471,18.95251,40.04631,26.71821,42.66122,40.74343,107.3055,16.36513
27.34794,17.28398,19.04314,36.94775,26.18954,41.45681,41.13015,109.1927,16.74522
24.55551,17.43237,19.01474,34.26234,25.88196,40.38911,41.29182,110.159,16.9624
22.37551,17.47152,19.02486,31.89206,25.4845,39.33952,41.41764,109.8653,17.13966
20.65787,17.5443,19.06306,29.98604,25.09344,38.34032,41.62825,108.4998,17.31231
19.16058,17.81916,19.19855,28.45077,24.69727,37.41541,41.86697,106.468,17.5858
18.21872,18.16446,19.46302,27.18275,24.3631,36.44049,42.10937,103.3752,17.90498
17.438,18.45123,19.95385,26.06998,24.0294,35.30262,42.1428,99.69394,18.17427
16.86738,18.79552,20.38338,25.16066,23.784,34.11168,42.10928,95.59247,18.41315
16.64213,19.08229,20.78996,24.35944,23.56104,33.00665,42.07055,91.10586,18.58327
16.57688,19.26534,21.39176,23.83194,23.30131,32.05138,41.74743,86.71461,18.80882
16.45852,19.52904,22.00811,23.30632,23.07227,31.01119,41.57351,82.50446,18.9434
16.46589,19.8801,22.55047,22.69827,22.8957,30.05743,41.30336,78.58262,18.96081
16.63826,20.06803,23.12805,22.17663,22.78888,29.24916,41.33749,74.8664,19.18246
16.67247,20.25275,23.68398,21.84272,22.7275,28.66927,41.48177,71.75137,19.52471
16.84927,20.48078,24.30087,21.46638,22.58052,28.26935,41.90318,69.25027,19.99916
17.22406,20.66761,24.83232,21.17023,22.50933,28.0573,42.45157,67.06108,20.69216
17.14243,20.71326,25.33371,20.80532,22.52045,27.95535,42.92302,65.47251,21.42393
17.43853,20.69084,25.55809,20.55857,22.63549,27.7863,43.3212,64.34245,22.19504
17.82478,20.63757,25.83603,20.2594,22.89826,27.83207,43.75423,63.3285,23.18301
17.96032,20.50346,25.95701,19.97873,23.21129,27.9876,43.96602,62.65863,24.35978
18.25215,20.32246,25.90999,19.6627,23.60369,28.14453,44.3238,62.12252,25.78241
18.41615,20.20881,25.86469,19.35727,24.00342,28.53701,44.66712,61.71718,27.53974
18.5258,20.24873,25.72618,19.21637,24.58987,28.96883,45.32011,61.417,29.67142
18.76223,20.18287,25.4945,19.17338,25.17505,29.66377,45.94759,61.14826,32.13756
19.05353,20.22888,25.24612,19.10541,25.5863,30.37069,46.65265,60.7678,34.99857
19.16386,20.27234,24.93404,18.95028,25.97386,31.32937,47.46378,60.23051,38.27726
19.16387,20.29673,24.61856,18.91828,26.34085,32.21318,48.47323,59.93088,41.73667
19.28988,20.3834,24.28241,19.14204,26.67817,32.90393,49.42218,59.53887,45.67215
19.35769,20.44186,24.11701,19.41122,26.93737,33.6415,50.4316,59.14262,49.95642
19.3758,20.4732,23.96751,19.71459,27.11625,34.288,51.34653,58.93458,54.49838
19.57454,20.44635,23.90177,20.04528,27.21146,34.8137,52.42786,58.76987,59.49779
19.62598,20.51405,23.78442,20.38091,27.1357,35.21293,53.55996,58.78283,64.39464
19.78218,20.68082,23.64063,20.93969,27.1832,35.35487,54.76837,58.86708,69.1924
20.18354,20.73244,23.50633,21.50331,27.18483,35.47356,55.80714,59.00793,74.00613
20.41926,20.81715,23.52101,22.1418,27.01171,35.36693,56.98416,59.17516,78.40309
20.65388,20.86877,23.54161,22.65405,26.95673,35.14059,58.19631,59.44171,82.20695
21.04916,20.95512,23.67062,23.25294,26.99061,34.77992,59.71785,59.91703,85.29466
21.33175,21.10439,23.79419,23.9715,27.11282,34.45464,61.10373,60.57642,87.60651
21.92436,21.27403,24.08358,24.52314,27.27818,34.3032,62.73922,61.49321,88.7567
22.47783,21.41873,24.39653,24.90564,27.55255,34.19662,64.73792,62.69867,89.00224
23.19967,21.64713,24.69493,25.16912,27.91881,34.14104,66.91721,64.01186,88.15833
24.00547,21.98749,24.86935,25.13953,28.38198,34.25055,69.15385,65.35528,86.18317
24.92137,22.34959,25.16811,25.11591,28.93242,34.454,71.67168,66.85709,83.20839
26.07762,22.65747,25.50687,24.91713,29.34237,34.76307,74.18205,68.40658,79.43083
27.05424,22.86362,25.90087,24.73036,29.91204,35.16018,76.68857,70.0518,74.81805
28.35841,23.26749,26.37493,24.42514,30.48033,35.54851,79.07225,71.65752,69.85785
29.94373,23.72132,26.84789,24.21704,30.97349,35.91421,81.32654,73.19481,64.65671
31.9086,24.21476,27.47128,23.97783,31.57524,36.51979,83.31149,74.95837,59.3954
34.26385,24.73996,28.01583,23.69686,32.16437,37.18134,85.18745,76.53098,54.2072
36.98215,25.30482,28.60198,23.5033,32.83223,37.66824,87.00517,77.9674,49.58641
40.44484,26.00853,29.25911,23.45851,33.54105,38.25146,88.68573,79.19621,45.56441
44.49338,26.82709,29.90913,23.47608,34.25351,38.95082,90.32346,80.09229,42.2931
49.04794,27.53854,30.57513,23.40731,34.74914,39.53791,91.79958,80.84998,39.32285
54.35099,28.45927,31.41706,23.35212,35.18247,40.24641,93.11862,81.2409,36.94926
60.32379,29.32514,32.2788,23.4533,35.68209,41.13575,94.37894,81.43333,34.95327
67.59665,30.47287,33.27562,23.49416,36.06917,42.12053,95.479,81.18099,33.50058
76.28723,31.66787,34.30685,23.60551,36.47924,43.24467,96.27829,80.77927,32.16209
86.51976,32.82966,35.63481,23.639,37.00517,44.65624,96.96751,80.40155,31.05542
97.90131,34.02702,36.52213,23.74015,37.70599,45.97984,97.43665,79.9847,29.90547
110.6739,35.26391,37.61217,23.83928,38.48537,47.32323,97.96756,79.4049,28.98283
125.2747,36.40553,38.71233,23.89926,39.41927,48.69521,98.62656,78.84255,28.1866
140.65,37.46819,39.67492,24.0472,40.39042,50.1997,99.58774,78.43422,27.43248
156.6973,38.40969,40.59271,24.06456,41.46592,51.82705,100.7346,78.25176,26.54906
174.3146,39.49655,41.63089,24.33206,42.66774,53.67532,102.1241,78.02988,25.78037
192.1764,40.41038,42.63432,24.56432,43.97549,55.60061,103.7021,77.76157,25.01121
210.3529,41.31445,43.71489,24.88794,45.55089,57.94335,105.4381,77.64419,24.35064
229.0379,41.94994,44.94628,25.37063,47.13102,60.59235,106.9324,77.86147,23.76186
247.1249,42.45735,46.00712,25.9336,48.73283,63.50903,108.2714,78.14982,23.27002
263.5541,42.8633,46.75473,26.60026,50.4743,66.6278,109.0644,78.67374,22.82692
278.7838,43.05742,47.46706,27.13058,52.0455,70.03899,109.2373,79.1601,22.45842
292.334,43.15055,48.05597,27.73625,53.81922,73.60413,108.623,79.77249,22.21537
303.5136,43.1229,48.37597,28.37502,55.44656,77.59187,107.5477,80.53133,22.06153
312.692,43.16132,48.56309,29.18007,57.07476,81.79068,105.728,81.4127,22.12329
320.2479,43.12253,48.62946,30.19741,58.62973,85.87076,103.43,82.23128,22.29795
324.4709,43.14616,48.718,31.09273,60.05806,89.855,100.8948,83.23106,22.55032
325.13,43.23251,48.84121,32.34858,61.43629,93.9078,98.44402,84.62283,23.07291
321.8196,43.10671,49.10668,33.72832,62.57273,97.60294,96.06599,86.12778,23.70361
314.2173,43.17299,49.23986,35.17285,63.74956,101.1133,93.9688,87.26793,24.36175
301.6001,43.30996,49.54339,36.77311,64.80393,104.2855,92.20128,88.48249,25.09429
285.5716,43.36979,49.83611,38.34157,65.76129,107.0875,90.9585,89.90945,26.01521
266.1414,43.41011,50.27735,40.0759,66.66612,109.2996,89.87299,91.2993,26.95457
244.6514,43.50422,50.68521,41.76752,67.28587,111.0122,89.25444,92.73049,28.03564
222.0472,43.53526,51.00877,43.52073,67.95836,112.1266,89.0616,94.27133,29.10089
199.2599,43.3104,51.25157,45.21465,68.55392,112.6091,89.2193,95.99815,30.08386
177.1982,43.15329,51.35215,46.79199,69.09406,112.6284,89.6317,97.98506,30.93525
155.8681,43.03309,51.33318,48.35212,69.82713,112.1803,90.4518,100.3458,31.73277
135.7902,42.84364,51.29782,49.85301,70.66624,111.4418,91.75201,102.8422,32.28051
117.63,42.85284,51.18787,51.11311,71.66005,110.6454,93.36278,105.1949,32.57872
101.3451,42.84182,51.07506,52.27916,72.65989,109.9487,95.41922,107.7713,32.63114
87.3914,42.87885,50.85966,53.19589,73.51681,109.3826,97.99966,110.4885,32.7236
75.58495,42.83946,50.72247,53.78514,74.02295,108.8683,100.8477,113.1618,32.41777
65.88819,42.95501,50.74091,54.25478,74.12266,108.7439,104.2166,115.8974,32.25164
58.11989,43.01387,50.86991,54.47684,73.95429,108.8882,107.9838,118.5351,31.82232
52.0619,43.18095,51.07082,54.40357,73.33452,108.7938,111.5034,120.8594,31.42566
47.68968,43.44481,51.38065,54.12284,72.28603,108.4665,114.5988,122.8732,31.09727
44.34575,44.01072,52.01054,53.68309,71.18233,107.8543,116.9656,124.8338,30.88381
41.65612,44.8364,52.89058,53.23767,69.99763,106.8124,118.7444,126.4039,31.03101
39.66372,45.79477,53.98529,52.85489,68.70631,105.0185,119.4322,127.7414,31.18689
38.28231,46.75696,55.2234,52.43955,67.63915,102.8121,119.0969,128.668,31.46227
36.87449,48.05285,56.81208,52.01424,66.53939,99.84071,118.0564,128.9667,31.86134
35.83654,49.40062,58.69384,51.4639,65.81979,96.5016,116.54,129.1103,32.20824
34.94268,51.00479,60.8886,51.06168,65.29298,93.37357,114.7298,128.8223,32.70234
34.24714,52.83397,63.5866,50.71143,65.23345,90.3462,113.1941,128.168,33.12083
33.63666,54.91822,66.6188,50.19196,65.20827,87.53239,111.8404,126.9545,33.56988
33.13741,56.99846,69.64536,49.5591,65.49854,85.27769,110.5211,125.7722,34.15108
32.5499,59.26422,72.74682,48.92488,66.22955,83.80546,109.6077,124.6666,34.88511
31.83706,61.33519,75.67664,48.20459,67.29024,82.99388,109.3371,123.7068,35.85774
31.33617,62.87062,78.18813,47.58922,68.59998,82.53136,109.1629,123.1892,36.76978
30.74152,63.8757,80.13744,46.85151,70.25304,82.71468,109.3096,122.7462,37.75338
30.1513,64.41608,81.36369,46.1669,72.17014,83.18637,110.0227,122.5102,38.78276
29.65636,64.32663,81.55567,45.48986,74.69434,84.09662,110.5529,122.6417,39.94807
29.13369,63.91368,80.97368,45.01148,77.37649,85.7501,111.7046,122.7038,41.26429
29.03858,63.1993,79.88979,44.77584,80.68433,88.09786,113.9826,122.7159,42.54096
28.80333,62.41462,78.35815,44.66285,84.03602,91.23276,117.6364,122.3776,43.98092
28.68405,61.67846,76.45364,44.64096,87.67826,95.17095,122.7969,122.0288,45.69038
28.53453,61.25589,74.65794,44.81536,91.08069,99.93606,130.4555,121.2661,47.62684
28.3835,60.95179,73.15789,45.03623,94.1728,105.4598,140.5233,120.3165,49.72142
28.41796,60.72731,71.95147,45.53849,96.77843,111.2639,152.8668,119.2485,52.06163
28.3785,60.62128,71.26258,46.09575,98.44328,117.3003,166.4304,117.9432,54.74166
28.49684,60.62434,70.90038,46.91322,99.19405,123.0308,180.9525,116.5899,57.86569
28.68027,60.70227,70.6662,48.04566,98.91014,127.9632,194.4594,115.0795,61.24543
28.8009,61.00924,70.76627,49.58709,97.79995,131.6798,206.2027,113.7132,64.9288
29.15866,61.41084,71.09594,51.83344,96.43779,133.8555,214.9975,112.4038,68.65848
29.19191,62.07913,71.83381,54.21967,94.83421,134.5061,219.9848,111.2186,72.65581
29.2986,63.23059,73.01226,57.013,93.27063,133.6177,220.4974,110.4403,76.73894
29.56035,64.95761,74.77393,59.95257,91.78333,131.4998,217.3352,109.7783,80.63618
29.79193,67.39916,77.37871,63.04016,90.7166,128.8415,210.7333,109.5299,84.4144
29.99135,70.75386,80.76136,66.03783,90.2981,125.9578,201.9328,109.8703,88.08292
30.35151,74.68703,85.04881,68.32164,89.9436,123.1819,191.7242,110.5316,91.42429
30.71473,79.14417,90.13754,69.98487,90.07895,121.0051,181.9405,111.6126,94.47256
31.33374,84.21772,95.77409,70.70036,90.52483,119.389,173.1736,113.2898,97.08464
31.8958,89.39559,101.7922,70.66312,91.51672,118.2604,166.0079,115.8923,99.34534
32.6011,94.3792,107.7911,69.95438,93.0551,117.5314,161.1146,119.1473,100.8729
33.20981,99.02497,113.1595,68.32668,95.60794,117.5662,158.5689,123.1783,102.0187
34.07283,102.7552,117.6732,66.65556,99.12446,117.9054,157.6142,127.7161,102.5085
35.05488,105.301,120.8828,64.93719,103.962,119.1267,158.1534,132.3461,102.3914
36.04663,106.8661,122.7526,63.5368,110.3174,121.8903,159.4494,136.8879,102.1056
36.83076,107.2912,123.0761,62.45691,118.5069,126.2318,161.002,140.8099,101.4743
37.98085,106.4865,122.1161,61.66109,128.0135,133.1675,162.1808,143.6758,100.7044
39.08854,104.8229,120.4041,61.28341,138.4387,143.7778,162.4046,145.1725,99.87277
40.44449,102.9043,118.1921,61.23722,149.2759,158.382,161.4828,145.4439,99.13573
41.66251,100.8805,116.1686,61.62003,159.714,176.8489,159.7371,144.5789,98.48938
43.2342,99.08127,114.4631,62.17716,168.3168,198.6762,156.9962,142.7403,97.50691
44.89377,97.83345,112.9843,63.25122,174.2553,222.2008,154.0418,140.1536,96.48468
46.91675,96.79095,112.2371,65.28829,176.995,245.0975,151.0477,137.0711,95.11147
48.89026,96.18028,111.9385,68.32377,176.5085,264.9529,148.4762,134.0455,93.61839
51.3625,96.30122,112.131,72.48247,173.1635,279.7983,146.6878,131.4801,92.01442
55.00621,96.92973,112.7345,77.90515,167.8857,287.3118,145.3931,129.2226,90.01703
60.78937,97.93203,113.5919,84.79922,161.3082,287.7675,144.3849,127.6636,87.91856
67.45579,99.23079,114.6461,92.92957,154.2453,281.2383,143.4379,126.4781,85.59181
76.93469,100.7112,115.6239,101.8127,148.0328,268.6491,142.3472,126.0826,83.59023
89.78162,102.128,116.5667,110.9086,142.9244,252.0348,141.0703,126.4273,81.8176
108.1065,103.2119,117.0626,119.0325,138.9279,234.1281,139.103,127.9991,80.09991
132.5022,104.124,117.3333,125.8451,136.3143,216.716,137.417,130.6553,78.73955
163.1454,104.6947,117.6463,130.4939,135.1033,201.5737,136.1604,135.0051,77.95256
200.3711,105.18,117.9947,132.6402,134.9975,189.5559,135.3022,142.1397,77.77657
243.9467,105.8898,118.6424,131.7962,135.6651,181.9666,135.037,151.7215,77.91216
291.2039,106.8739,119.6116,128.6857,136.7868,178.0755,135.3055,163.7031,78.31201
338.1341,107.8514,120.8679,123.5877,137.6985,178.3048,135.9584,177.0997,79.16803
378.441,109.0481,122.2854,117.3996,137.9439,180.8736,136.9553,191.3356,80.60292
410.5762,110.2812,123.7032,111.0668,137.408,184.5049,137.9307,204.997,82.81042
429.4778,111.3867,124.9346,104.9993,136.0089,187.9579,138.5058,215.9779,85.36378
434.5762,112.2302,126.2951,100.1728,134.1947,190.4353,138.7448,223.4257,88.86179
424.2587,112.905,127.9243,96.85413,132.4871,191.3362,138.5525,225.6749,93.51627
401.0224,113.1808,129.6858,95.19926,130.6949,190.0556,138.009,223.2554,99.2027
367.8916,113.4705,131.651,95.29169,129.4585,186.863,137.1544,216.6586,105.5211
328.8126,113.9102,133.908,96.28923,128.7858,182.5308,135.5819,206.3439,111.9197
286.2986,114.4245,136.2495,98.38425,128.4721,177.7777,133.8497,194.0821,118.0611
243.6584,115.0687,138.7525,100.6544,128.5808,173.9662,131.7701,181.2327,123.3552
203.4726,116.3151,141.2513,102.4017,128.6933,170.9673,129.346,169.7504,127.2446
168.3684,118.0865,143.613,103.5963,128.9617,168.9796,126.5748,160.4684,129.1781
138.6168,120.1423,145.9472,103.9645,129.0229,167.5331,123.4075,153.5439,129.1497
115.0981,122.2803,148.2051,103.9375,129.4676,166.354,120.1306,149.3535,127.6386
96.43207,124.5775,150.4159,103.3956,130.1818,165.1674,116.8788,147.5056,125.0443
83.11102,126.5,152.3422,102.9929,131.1219,163.2136,114.0883,147.8485,121.9108
73.37795,128.3255,153.9778,102.6777,132.3064,160.4384,111.685,149.5035,118.5191
66.56516,129.8387,155.5199,102.6622,133.8327,157.0822,109.9004,151.7602,115.4457
61.43027,130.9364,156.92,102.9539,135.2431,153.5747,109.3427,153.6882,113.0367
57.54845,131.7343,158.3293,103.3374,136.8219,150.3763,109.6828,155.0043,111.1424
54.54342,132.4465,159.5931,103.2815,138.407,147.7364,111.2501,155.3856,110.0905
52.24219,132.8838,160.8884,103.1669,139.6674,145.784,113.6843,155.0118,110.008
50.74192,133.118,162.2411,102.9253,140.364,144.5616,116.62,153.9973,111.1897
49.5243,133.1614,163.4534,102.2019,141.1434,143.7546,120.5853,152.5946,113.8317
48.23606,132.9846,164.826,101.5451,141.4031,143.3668,125.0694,151.4247,118.5438
47.05144,132.8305,166.2072,100.9851,141.6574,142.9794,129.4656,150.9149,126.0258
45.9033,132.467,167.5464,100.6635,141.1472,142.2281,133.938,150.9251,135.9222
44.80546,132.4206,168.7452,100.6797,140.4603,141.181,138.4137,151.3342,149.8869
43.8345,133.0669,169.917,100.93,139.0582,139.4442,142.3454,151.753,167.659
42.99827,134.02,171.0963,101.7589,137.3386,137.7476,145.8653,151.7936,187.8257
41.84529,135.7731,172.0528,102.8744,135.4215,135.7624,149.4863,151.4747,209.2703
41.15577,138.399,173.3191,104.3081,133.0176,133.7662,152.6779,150.8736,230.1526
40.62458,141.9746,175.1288,105.7166,130.5975,131.8006,155.4731,149.9485,247.4513
40.24195,146.2152,177.4661,106.728,128.5159,129.5713,158.358,148.7448,259.3945
40.09595,151.2383,180.8148,107.5294,126.913,127.287,160.8855,147.9002,264.513
40.08971,157.1143,185.2251,108.0719,126.154,124.6456,163.1866,147.5406,262.2556
40.16565,163.0786,190.5197,108.3637,125.8716,121.7908,166.3963,147.3369,253.16
40.27295,169.7699,196.2336,108.1461,126.7951,119.0473,169.5096,147.5817,239.7176
40.27584,176.9196,202.7733,107.6777,128.5996,116.6858,176.476,148.0126,223.8566
40.3533,184.1712,209.6662,106.9713,131.206,115.571,191.2872,148.1003,207.3673
39.90576,192.0152,217.3926,106.0401,134.3845,115.5324,218.9097,148.1988,192.5661
39.52253,200.1583,225.5302,105.0575,138.2643,117.396,267.3503,148.2634,181.013
39.328,207.647,233.3738,103.6716,142.6396,121.1044,335.4759,148.2573,173.1027
38.97767,214.7328,241.3374,102.2075,147.6676,126.5097,424.8209,148.3915,169.2631
38.9377,221.275,249.9174,100.9709,152.8745,133.3768,528.1219,149.0079,169.0078
38.84604,226.7002,259.2797,100.3401,158.2586,140.641,632.8667,149.9418,171.353
38.8927,231.3594,271.7609,100.2902,163.9275,148.4348,727.9303,150.8832,175.203
39.03972,236.6252,293.4603,100.93,169.5417,156.011,804.7659,151.5135,179.0408
39.08849,241.5919,331.8282,102.345,175.447,162.7801,861.8809,151.3892,182.0177
39.39025,248.8458,398.2455,104.7648,181.4731,168.5793,899.5284,149.9877,183.2029
39.43625,261.3192,497.024,107.8598,186.6526,173.2617,918.5655,147.2299,182.696
39.56673,284.6693,628.8663,111.5955,191.9388,176.2454,934.0833,143.4644,180.6992
39.79207,329.6232,780.2789,115.6546,196.8504,177.9501,946.8018,139.4229,177.904
40.00423,406.1344,938.2323,120.1525,202.2288,178.3823,957.8461,135.5858,175.2148
40.51925,513.6998,1087.029,124.9011,207.9632,177.6353,968.689,132.7228,172.7104
40.74812,647.671,1211.901,130.02,217.5271,175.9368,973.8111,131.3191,170.6922
41.04582,798.0268,1307.42,135.5035,230.6266,174.1129,964.8759,131.2597,169.0681
41.44083,949.8614,1377.689,141.2646,255.7937,173.0432,944.4561,132.7902,167.2887
41.66561,1091.258,1430.736,147.2524,302.8131,173.4417,913.6048,135.6986,164.9929
41.9361,1211.693,1481.567,153.2561,378.153,176.2043,866.3286,139.183,161.8863
42.04552,1308.857,1534.77,158.8677,481.3937,184.1204,807.2694,143.2602,158.5861
42.30717,1386.599,1591.942,164.7312,610.3217,205.5154,745.2338,148.216,154.9227
42.51877,1449.71,1641.714,170.537,747.7693,249.0253,678.8555,153.0642,151.7688
43.29195,1509.678,1678.962,176.9549,884.1761,323.2505,610.028,158.1283,149.6265
44.16927,1561.539,1693.747,183.3631,1006.115,428.4015,546.1334,163.0453,148.1729
44.80107,1601.805,1678.816,191.1159,1105.674,556.8082,486.8127,167.8364,147.7001
45.88068,1629.14,1633.68,200.6375,1176.581,693.758,429.6246,171.9963,147.973
47.22343,1635.457,1563.807,219.0298,1229.069,823.8182,379.8431,175.4836,148.2572
48.34975,1621.168,1471.046,258.4749,1272.466,934.377,336.1487,178.1652,148.5098
49.37782,1582.426,1361.436,335.2791,1309.938,1016.367,294.7462,179.9902,148.3931
50.39648,1522.66,1239.245,462.4715,1345.258,1069.71,260.8333,182.1916,148.2441
51.83561,1444.293,1109.091,635.215,1374.735,1103.16,231.8039,184.4072,147.8225
52.99356,1346.323,976.6434,833.3688,1387.032,1119.746,207.1666,187.4141,147.2726
54.57263,1240.709,848.0138,1041.387,1379.743,1134.523,187.1824,192.2849,146.5652
56.20294,1124.429,726.1841,1235.601,1345.936,1147.19,170.1242,200.809,145.625
58.65975,1000.45,615.6113,1404.795,1286.506,1153.783,156.584,214.865,144.1632
61.24603,880.3805,519.8507,1536.826,1202.981,1149.428,145.0805,240.1546,142.0633
64.48589,763.6356,440.1636,1641.012,1101.175,1127.098,134.5332,282.5602,138.8009
69.39481,656.0093,373.6392,1724.349,988.4374,1090.555,124.441,346.4983,135.0485
75.40455,560.2451,319.1774,1802.957,869.9908,1037.124,115.3015,433.3856,131.0727
82.90659,476.5161,274.8128,1880.058,752.2054,969.481,106.3216,534.6392,127.489
92.90875,405.5141,238.6678,1945.804,640.9468,891.3726,97.80885,640.7331,124.817
105.8389,346.5074,209.5331,1991.332,540.189,802.894,89.6239,741.3893,123.5969
124.8385,300.3439,184.9965,1996.37,451.9348,712.7147,81.96033,824.3561,124.2328
152.2131,263.1292,164.4417,1958.013,377.3728,623.0422,74.85107,888.25,127.2246
188.503,231.7946,147.4818,1885.136,317.7744,537.6909,68.56927,933.5361,132.0715
233.4973,207.7062,133.3069,1778.922,269.9872,459.4315,63.04473,967.2744,138.6717
286.0728,186.5205,120.4401,1649.933,231.4128,388.8781,58.49919,994.78,146.4287
339.0046,168.6097,109.7383,1501.853,201.1297,330.6217,54.44376,1021.401,154.9851
386.9084,153.1473,100.5353,1345.829,176.8255,280.8025,51.18551,1043.224,163.7054
424.165,137.8012,92.35245,1186.417,154.8401,240.0666,48.48104,1056.251,172.2265
445.8756,122.8899,85.47829,1031.328,137.3011,207.7657,46.19783,1053.238,180.5569
450.1462,109.5381,79.53426,887.0751,122.4224,181.7386,44.22538,1029.126,187.8644
438.2472,97.48785,74.38116,746.6353,110.0027,159.4697,42.58068,980.1189,194.2117
412.7982,87.2481,69.88233,624.1613,99.71822,141.999,41.08847,911.3765,198.956
377.4191,78.32168,66.1982,523.1306,91.20987,127.6976,39.8964,826.6573,202.3746
337.5124,70.59663,63.03091,439.8298,83.77658,115.1522,38.79146,731.3707,204.7779
295.9637,63.9862,60.40022,371.7763,77.86198,104.6373,37.85749,633.449,207.0406
253.5426,58.79799,58.25854,317.5734,72.849,95.257,36.90723,538.697,209.1181
215.4013,54.39803,56.31474,273.3836,68.79995,87.05926,36.14446,448.4542,212.0237
181.458,50.77991,54.7122,236.4492,65.3799,80.30142,35.46589,370.583,218.5865
152.4125,47.93092,53.40725,204.7381,62.40085,74.25982,34.83582,303.8443,233.9897
128.6558,45.56197,52.14627,177.8967,59.73243,69.34365,34.43192,250.5341,273.5045
109.6806,43.71387,51.24855,156.1669,57.46431,64.8763,34.14376,208.7137,352.1179
94.68867,42.13431,50.23083,138.0108,55.59616,61.14209,33.73622,176.5961,474.2534
83.35398,40.75943,49.41383,123.0404,53.67857,57.90269,33.45735,151.452,641.1583
74.50935,39.59683,48.6835,110.4398,51.66367,54.97329,33.17954,131.2981,837.778
67.80062,38.39046,48.08411,100.0436,50.07545,52.46283,32.85257,116.4159,1042.372
62.52628,37.36401,47.48722,91.47916,48.60397,50.2231,32.50049,104.036,1230.218
59.22767,36.40298,46.88118,83.7224,47.49775,48.09777,32.14339,93.13871,1393.907
56.75893,35.65096,46.36486,77.34786,46.65731,46.31322,31.89059,83.91412,1517.454
55.00687,34.97854,45.75945,71.93591,46.05026,44.62606,31.52696,75.8335,1602.208
53.52545,34.22527,45.19565,67.46506,45.55119,43.29003,31.3815,68.97755,1660.32
52.47616,33.63068,44.67649,63.92792,45.20631,42.09702,31.10598,62.94295,1702.906
51.44522,33.09063,44.20759,61.12583,45.00434,41.05573,30.80795,57.77067,1735.459
50.72421,32.47689,43.58983,58.63063,44.67099,40.28199,30.60121,53.37439,1758.403
49.92419,32.00352,43.11213,56.62822,44.29414,39.57272,30.43195,49.55966,1760.536
49.17576,31.42801,42.56881,54.89853,44.03131,39.01046,30.29648,46.27699,1735.636
48.30043,30.86937,42.16579,53.19334,43.62711,38.43153,30.19995,43.36367,1674.777
48.00196,30.46886,41.7971,51.79598,43.16117,37.96383,30.32897,40.8435,1589.257
47.61724,30.10693,41.43763,50.49983,42.78027,37.36949,30.64091,38.63977,1471.513
47.07895,29.81458,41.07245,49.34371,42.34621,36.99248,30.95015,36.64623,1330.395
46.92889,29.57753,40.90191,48.39246,42.08847,36.55883,31.59253,34.91814,1174.721
46.89749,29.39964,40.73778,47.52701,41.74936,36.11212,32.44926,33.17918,1014.419
46.92075,29.18787,40.65554,46.81937,41.54596,35.66549,33.47121,31.65852,858.2145
47.17645,29.00796,40.55108,46.18426,41.4876,35.36053,34.5321,30.23539,713.3401
47.48476,28.85086,40.65587,45.644,41.25382,34.94784,35.43692,28.92812,584.9517
47.87957,28.57074,40.6787,45.1643,41.22282,34.59689,36.07487,27.77534,478.4283
48.47378,28.29965,40.95276,44.65857,41.08347,34.19159,36.31365,26.66376,389.9554
49.55062,28.24244,41.54976,44.269,40.82839,33.79189,36.26418,25.60665,322.2118
50.41106,28.14508,42.27596,43.70439,40.71577,33.34061,35.73322,24.78693,269.0151
51.42236,28.40494,43.5591,43.28397,40.72126,33.15187,34.85294,24.05778,227.3347
52.67937,28.73798,44.93418,42.78559,40.84652,32.94661,33.85495,23.38273,195.3048
53.67337,29.30317,46.52734,42.24791,40.90652,32.76863,32.79956,22.77631,168.9679
