EL1: Electronic Ladder,A1: Melano KF No DNAse 4,B1: Melano KF No DNAse 6,C1: Melano KF Yes DNAse 1,D1: Melano KF Yes DNAse 3,E1: Melano D No DNAse 1,F1: Melano D No DNAse 5,G1: Melano D Yes DNAse 2,H1: Melano D Yes DNAse 5
54.70521,30.10436,48.05022,41.93914,40.95303,32.6685,31.73498,22.34599,146.5009
55.93967,30.99395,49.31921,41.51384,41.21122,32.50753,30.7879,22.04354,127.768
57.09141,31.95002,50.16939,41.16181,41.38527,32.36582,29.98948,21.85648,111.6128
58.44881,32.59568,50.20155,40.87923,42.04768,32.38784,29.32852,21.56488,98.06239
60.30965,33.05723,49.63406,40.60158,42.88786,32.57799,28.78212,21.26044,86.32774
62.52384,33.32277,48.66386,40.43627,43.96132,32.98863,28.40457,21.0122,76.35744
64.87007,33.31922,47.02457,40.27559,45.41137,33.62632,28.10656,20.73354,68.34752
67.41753,33,45.45801,40.22437,47.22485,34.52978,27.76085,20.41847,61.85361
69.9974,32.23536,43.71267,39.97428,49.09568,35.69783,27.4153,19.95043,56.7285
72.6283,31.27937,42.37883,39.96006,50.86228,37.00125,27.06839,19.55166,52.7404
74.83287,30.32695,41.36942,40.26001,52.1467,38.30557,26.81247,19.23298,49.64308
76.90598,29.34591,40.49757,40.63381,52.93138,39.24154,26.4889,18.96923,46.98475
78.17733,28.43078,40.00788,41.55643,52.90374,39.77577,26.25447,18.66475,44.72358
79.09708,27.48658,39.58979,42.91694,52.22552,39.89427,26.02823,18.31614,42.67861
79.85885,26.8222,39.31438,44.95541,50.95445,39.46291,25.76195,18.09348,40.88282
80.00867,26.2763,39.24535,47.90921,49.29725,38.54361,25.44798,18.05107,39.34985
80.23985,26.1072,39.04869,51.67543,47.5375,37.2554,25.16896,17.95208,38.05111
79.97934,25.8211,38.95493,55.5729,46.03714,35.86562,24.77198,17.9838,36.87594
80.12814,25.66627,38.92163,59.119,44.80425,34.66471,24.49175,17.86844,35.70365
80.21479,25.45478,39.00464,62.12869,43.98381,33.54675,24.31771,18.03489,34.60108
80.91386,25.3405,39.00066,63.81683,43.54275,32.6956,24.16793,18.20224,33.7063
81.86594,25.16353,38.79705,64.09839,43.33635,31.88683,23.9988,18.49126,32.81989
83.06207,24.8955,38.61634,62.79908,43.35132,31.4812,23.91727,18.77375,31.99701
85.35784,24.56446,38.44463,60.27558,43.52858,31.18973,23.89829,19.11438,31.16504
88.39478,24.20328,38.23602,57.1267,43.86767,30.9326,23.61426,19.56015,30.56533
92.76147,23.65525,38.2318,53.81128,44.11562,30.78251,23.35369,19.93345,29.87663
100.2734,23.29615,38.27446,50.88104,44.34313,30.69903,23.17122,20.05553,29.22011
111.2732,22.93776,38.36745,48.22467,44.5705,30.50736,22.96644,19.91817,28.60949
129.5123,22.58888,38.58636,46.40393,44.82094,30.36409,22.86105,19.37364,27.99566
159.4942,22.17789,38.9197,45.3292,45.17105,30.18699,22.65373,18.78596,27.23714
202.4525,21.98102,39.28362,44.83123,45.64115,29.90559,22.52672,17.99665,26.6757
258.2606,21.84636,39.59095,44.68869,46.13005,29.52252,22.46835,17.14102,26.21797
319.0791,21.6869,40.04473,44.5929,46.78167,29.30891,22.33742,16.20919,25.88995
380.6234,21.55311,40.43977,44.70476,47.47071,28.89169,22.24849,15.62247,25.4486
434.3946,21.46228,40.83075,44.78968,48.14515,28.57138,22.00586,15.28659,25.07533
474.1948,21.31548,41.30672,44.72964,48.66567,28.33333,21.91306,14.97185,24.53343
496.6637,21.17265,41.80865,44.68354,49.34405,28.13251,21.78831,14.75092,24.13076
499.2065,21.14454,42.29045,44.46949,49.99983,27.87078,21.63534,14.48916,23.78542
485.083,21.13253,42.8353,44.45667,50.62374,27.76065,21.56689,14.18737,23.42619
460.3896,21.1314,43.49902,44.42466,51.3931,27.6726,21.4884,13.97161,22.97644
427.2648,21.20125,44.22161,44.50175,52.04464,27.45905,21.53005,13.67781,22.63261
391.7967,21.12788,44.87899,44.5358,52.70491,27.36108,21.49907,13.27293,22.54758
351.8622,21.0372,45.70031,44.58905,53.34295,27.21828,21.4147,12.87862,22.42836
313.5379,20.99165,46.42389,44.84922,53.94535,26.97472,21.42672,12.7321,22.28709
275.9799,20.88951,47.15194,45.16043,54.24026,26.79644,21.38169,12.53868,22.59737
241.4358,20.8063,47.81947,45.55824,54.41079,26.66161,21.29718,12.28132,23.26292
210.9331,20.66198,48.46767,46.23008,54.50396,26.66817,21.03779,12.03652,24.66159
184.3872,20.68318,49.24712,47.06782,54.46595,26.68284,20.85609,11.79471,26.4892
161.9705,20.77513,50.02226,47.96757,54.30002,26.75177,20.72996,11.50674,28.45049
143.8161,20.83908,50.80177,48.90444,53.92919,26.6772,20.81342,11.24134,30.59523
128.2083,20.88074,51.63318,49.85603,53.47082,26.64725,20.75175,10.93781,32.35182
116.2876,20.84356,52.40207,50.67995,52.90781,26.73519,20.5528,10.83794,33.42891
106.7961,20.92452,53.36887,51.50704,52.32151,26.69231,20.41477,10.76932,33.27165
100.4204,20.95417,54.48649,52.40157,51.91413,26.65764,20.44443,10.66162,32.13206
95.38192,20.98039,55.60324,53.26818,51.24183,26.67886,20.35293,10.52885,30.31955
93.35226,21.10803,56.77761,54.24192,50.50424,26.56529,20.35269,10.37908,28.06449
92.64267,21.14158,58.10765,55.06305,49.76198,26.51299,20.15094,10.20964,25.68136
94.22371,21.21073,59.38483,55.89843,49.19606,26.42215,20.15396,10.15676,23.63059
96.90433,21.2292,60.63115,56.54104,48.53154,26.35249,20.13142,10.10861,21.89638
102.3827,21.17439,61.82464,57.13534,47.77153,26.25011,20.27153,9.845935,20.75727
110.2861,21.09162,62.95306,57.57459,47.00358,26.25797,20.21297,9.743564,19.93246
122.4735,20.85803,64.22961,57.85772,45.98512,26.3249,20.02322,9.754621,19.21968
141.3798,20.57144,65.63124,58.1445,45.02311,26.37752,19.89253,9.702266,18.55983
170.7986,20.2081,67.1237,58.41777,44.24889,26.43351,19.90095,9.60143,18.01246
210.9362,19.86022,68.6115,58.75962,43.22168,26.57168,19.81693,9.543595,17.49601
259.3776,19.43517,69.949,59.09396,42.08844,26.62156,19.76092,9.505015,16.95692
308.4174,18.99648,71.27076,59.30281,41.12795,26.78125,19.54641,9.487287,16.21685
355.5263,18.57967,72.17551,59.71048,40.17082,26.95998,19.3906,9.58595,15.77271
393.5872,18.03246,72.7006,59.88626,39.07675,27.05181,19.30503,9.528426,15.30569
419.0917,17.52375,72.85257,60.13894,37.8945,27.1066,19.12111,9.408938,14.80209
428.2565,16.93755,72.68248,60.37371,36.68443,27.23851,19.0204,9.302958,14.51333
422.171,16.13424,72.021,60.46961,35.54557,27.32852,18.81609,9.130128,14.07116
403.9083,15.33265,70.90672,60.44703,34.49145,27.24442,18.63934,8.953254,13.72217
378.5743,14.50216,69.38085,60.3218,33.51583,27.39698,18.58131,8.819306,13.40163
349.6916,13.68521,67.40487,60.07375,32.30177,27.56002,18.59291,8.67166,13.09898
318.0304,12.99056,65.04486,59.92437,31.13993,27.79675,18.66378,8.658565,12.71572
283.594,12.3341,62.18227,59.97116,29.80219,27.88962,18.69865,8.660144,12.31892
251.2514,11.72888,58.80453,60.19156,28.41013,27.98537,18.67168,8.664699,11.94385
219.5008,11.16875,54.9128,60.28743,26.89566,28.02633,18.79483,8.669553,11.60059
189.4948,10.73757,50.89718,60.68495,25.37316,28.06196,18.78502,8.8926,11.28184
161.8502,10.12226,46.83922,60.83898,23.89291,28.03713,18.79968,8.862981,11.16472
137.637,9.622632,42.34155,60.90379,22.53083,27.91225,18.61276,8.712638,10.9117
116.0849,9.083964,38.24533,60.51418,21.25058,27.8393,18.45984,8.577916,10.82014
97.27939,8.617864,34.36442,59.46881,20.08746,27.95072,18.35065,8.505645,10.65751
82.55047,8.304154,31.01667,57.94336,19.05788,28.05647,18.34205,8.297286,10.46626
70.45276,8.058333,28.0159,56.09022,18.04625,28.04396,18.35022,8.221969,10.27511
60.37433,7.786237,25.28486,54.01806,17.04886,27.94032,18.24517,8.164189,10.10573
52.84796,7.622783,22.921,51.61116,16.20015,27.90159,18.08716,8.024507,9.727856
46.54646,7.489438,20.94012,49.0556,15.35674,27.93985,18.15348,8.061826,9.44083
41.43076,7.352427,19.34411,46.56824,14.60876,27.94219,18.18067,8.137021,9.194902
37.51205,7.16008,17.92751,44.00506,13.79885,28.03642,18.20101,8.034146,9.031303
34.6571,7.10753,16.57468,41.5717,13.09987,28.26127,18.11893,7.881944,8.867517
32.13435,6.934391,15.5685,38.98778,12.60629,28.51788,18.16113,7.887498,8.777925
30.0269,6.818076,14.57058,36.39537,12.12714,28.66012,18.17666,7.847392,8.745804
28.46075,6.678241,13.77511,33.90823,11.66603,28.99482,18.14981,7.720946,8.710318
26.90372,6.506962,13.03241,31.58317,11.15549,29.01352,18.05264,7.777146,8.740362
25.56643,6.441628,12.52941,29.46318,10.77337,29.12781,17.90676,7.843867,8.690327
24.37341,6.326917,12.12117,27.42296,10.29452,29.13628,17.65893,7.75163,8.540205
23.58046,6.25351,11.78992,25.59948,9.952067,29.21618,17.6019,7.798265,8.389269
22.75212,6.219629,11.43787,24.0716,9.641498,29.29171,17.50035,7.860824,8.275629
22.14318,6.102479,11.10855,22.74086,9.343915,29.59936,17.31205,7.762324,8.305567
21.61739,5.999682,10.82547,21.48965,9.112279,29.91057,17.12341,7.7389,8.296089
20.96795,5.88374,10.42906,20.38655,8.956601,30.17862,17.14674,7.67158,8.227795
20.34533,5.853379,10.03638,19.47537,8.625924,30.50294,17.03519,7.509004,8.29154
19.55369,5.829822,9.663648,18.6529,8.305942,30.88412,16.92493,7.417966,8.290422
18.72646,5.890874,9.36667,18.10455,8.13614,31.04778,16.76581,7.47543,8.241802
18.06227,5.873321,9.286452,17.51261,7.984962,31.39659,16.61938,7.472621,7.993174
17.34932,5.805271,9.19588,17.09323,7.767636,31.71585,16.39416,7.455184,7.743975
16.862,5.882699,8.984612,16.7263,7.709401,32.06448,16.26741,7.543324,7.578058
16.39036,5.861609,8.731894,16.45288,7.510289,32.39301,16.11296,7.704757,7.500683
15.86924,5.748792,8.626891,16.12001,7.228688,32.67744,15.77355,7.749454,7.640911
15.43531,5.624788,8.48947,15.69059,6.945289,32.97433,15.58966,7.892234,7.465656
15.2607,5.50972,8.249951,15.32753,6.606572,33.32828,15.46991,7.893064,7.300997
15.06444,5.467269,8.218444,15.10917,6.253333,33.79072,15.21235,7.776666,7.095165
14.83599,5.530411,8.079362,14.86784,6.088247,34.1563,14.97637,7.787627,6.973658
14.61701,5.569374,7.89494,14.79472,5.950172,34.46805,14.56653,7.88495,6.743559
14.32147,5.558883,7.752149,14.54787,5.874224,34.90451,14.18252,7.814446,6.4779
13.9205,5.548685,7.610818,14.49035,5.748699,35.32084,13.81957,7.692193,6.294018
13.43469,5.589506,7.442395,14.36644,5.64813,35.74117,13.39333,7.511561,6.193108
13.04265,5.60316,7.31209,14.24241,5.406857,36.15468,13.03856,7.390414,6.128744
12.63771,5.607141,7.266979,14.03102,5.216903,36.49133,12.67697,7.230838,6.129217
12.33934,5.619742,7.222645,13.76475,4.957167,37.07317,12.45903,7.007934,5.865826
12.20116,5.353257,7.188862,13.59387,4.777032,37.66582,12.12775,6.768882,5.82674
11.92788,5.12408,7.237247,13.54933,4.569856,38.47049,11.80958,6.494418,5.681953
11.69658,5.090144,7.076592,13.36221,4.526753,39.36187,11.55146,6.539077,5.53635
11.36579,5.038445,6.872561,13.31242,4.48869,40.1914,11.27046,6.67595,5.432953
10.9402,5.153345,6.63947,13.14207,4.564775,41.14943,11.13052,6.781611,5.413578
10.75631,5.036528,6.660997,13.09324,4.609658,41.99852,10.88714,6.9292,5.420595
10.48614,5.01909,6.569372,13.01371,4.575742,42.94385,10.61104,7.016915,5.322302
10.28107,5.069873,6.471457,12.903,4.452403,43.83302,10.33803,7.018952,5.255302
10.23685,5.077428,6.427227,12.69448,4.449039,44.63358,10.06051,6.847819,5.225246
10.16339,5.062024,6.385828,12.4587,4.267416,45.52064,9.730783,6.605664,5.124125
9.926272,4.745015,6.394153,12.17849,4.087507,46.33953,9.318312,6.467711,5.133356
9.68505,4.551906,6.349541,11.99044,3.811623,47.32695,8.79884,6.288405,5.0854
9.49529,4.498008,6.225149,11.86368,3.746052,48.24884,8.378668,6.221915,4.926853
9.363746,4.402125,6.152088,11.66075,3.714444,49.31784,7.932072,6.164073,4.795698
9.389474,4.376986,6.122325,11.36533,3.770861,50.41679,7.427153,6.190509,4.714659
9.438195,4.177483,6.132657,11.17654,3.883547,51.47891,6.954435,6.199666,4.669121
9.400531,4.06951,6.027497,11.09566,3.777928,52.75346,6.555176,6.087031,4.630693
9.311664,4.046689,5.972152,10.86635,3.680116,53.92421,6.105812,5.955216,4.623875
9.360101,4.130236,5.88562,10.65732,3.552346,55.12967,5.723383,5.797378,4.627604
9.367885,4.271403,5.803868,10.45622,3.444925,56.35143,5.400843,5.794084,4.628517
9.111299,4.424094,5.761391,10.20482,3.242842,57.45866,5.092422,5.860459,4.631832
8.719924,4.629501,5.689976,10.14214,3.083486,58.66857,4.762396,5.92545,4.608763
8.522365,4.809286,5.638626,9.946986,3.040154,59.6765,4.583084,5.94424,4.488911
8.265935,4.825287,5.690474,9.533351,3.043131,60.80718,4.311058,5.932641,4.262629
8.196654,4.786648,5.666605,9.136825,3.062828,61.70552,4.039972,5.982301,4.166477
8.012654,4.588077,5.651268,8.760976,3.135387,62.4689,3.877584,5.858281,4.123417
7.826961,4.328787,5.787318,8.48581,3.04362,63.02052,3.682323,5.61637,4.217138
7.440206,4.104958,5.866095,8.121541,2.939544,63.18481,3.529029,5.435678,4.134094
7.225717,4.068512,5.790354,7.890489,2.781386,62.9577,3.342359,5.245103,4.079752
7.17373,4.00973,5.729245,7.726268,2.78803,62.36659,3.168317,5.142974,3.944006
6.929011,4.108684,5.650013,7.633977,2.654549,61.3526,2.992712,5.002957,3.812811
6.670002,4.154349,5.505773,7.544469,2.656003,59.91475,2.871589,5.021293,3.590469
6.534923,4.253251,5.37558,7.305083,2.674842,58.01618,2.721792,4.95679,3.374744
6.438015,4.269589,5.251237,7.110631,2.723944,55.79192,2.554423,4.976766,3.196371
6.533257,4.242079,5.046813,6.858953,2.691078,53.18424,2.451298,5.021426,3.041994
6.545789,4.148905,5.006315,6.575397,2.680499,50.20287,2.284126,5.044135,2.974693
6.555316,4.046523,5.001385,6.411983,2.69722,46.9354,2.229666,4.97919,2.947325
6.438367,4.008831,5.029221,6.136631,2.665018,43.51795,2.123582,4.982772,2.814487
6.381869,4.036178,4.983959,5.938933,2.537721,39.95112,1.958888,4.904696,2.810255
6.320765,3.950634,5.079031,5.768657,2.50427,36.44503,1.862841,4.794827,2.782967
6.14119,3.980519,5.128702,5.548749,2.355842,32.97153,1.880597,4.59361,2.80661
5.945993,3.911836,5.151881,5.381017,2.273336,29.53348,1.737694,4.580087,2.747154
5.762953,4.068026,5.155044,5.255006,2.253505,26.37381,1.552601,4.481957,2.707396
5.588173,4.025041,5.118564,5.03436,2.129339,23.45569,1.512663,4.498757,2.666521
5.522785,4.00491,5.02245,4.858561,2.016623,20.72228,1.471103,4.455277,2.490438
5.494606,4.047252,4.938283,4.82081,2.00355,18.22146,1.435112,4.598407,2.421864
5.46798,3.934072,4.835888,4.757771,2.038916,16.02141,1.541998,4.712663,2.206997
5.308587,3.914487,4.822721,4.592392,1.964836,14.15483,1.506183,4.760423,2.12793
5.249495,3.850556,4.790792,4.556658,1.928185,12.65329,1.433194,4.74541,2.146961
5.238706,3.635393,4.885444,4.335688,2.00777,11.28463,1.387045,4.684794,2.11241
5.190334,3.529107,4.788261,4.155403,2.004359,10.14415,1.405494,4.550155,2.111349
5.051305,3.411069,4.770828,4.151125,2.025479,9.289901,1.201772,4.568639,2.103033
4.876223,3.407994,4.755737,4.118341,2.076794,8.561187,1.06279,4.668712,2.101521
4.631876,3.252864,4.743686,3.968416,1.922422,7.882884,1.085474,4.832461,2.088152
4.561522,3.279171,4.679527,3.993957,1.842505,7.205941,0.9896755,4.969272,2.048054
4.465994,3.342074,4.626613,3.966908,1.779311,6.507997,0.9930353,5.226117,2.045654
4.224935,3.315425,4.536713,3.691104,1.662512,5.965669,1.072256,5.278922,1.953411
4.138312,3.301403,4.440233,3.547729,1.555452,5.484118,1.13221,5.309478,2.038877
4.119016,3.229458,4.368934,3.494017,1.53427,5.11053,1.11062,5.293241,2.017008
4.15511,3.130875,4.349741,3.344192,1.505898,4.662072,0.9992609,5.29181,1.971046
4.014673,3.081565,4.280684,3.355388,1.526172,4.353303,0.9333429,5.176341,1.960901
3.865959,2.988999,4.331004,3.471873,1.618464,4.185119,0.8283415,5.138669,1.79805
3.694413,2.939985,4.414001,3.57506,1.552115,3.942157,0.8803244,5.129994,1.691069
3.649324,2.936913,4.475343,3.567862,1.472316,3.66483,1.028536,5.043275,1.538906
3.608536,2.995604,4.514204,3.580605,1.422257,3.498776,1.062605,5.004365,1.424469
3.568916,3.045014,4.555657,3.389198,1.381349,3.294686,1.128121,4.957566,1.370905
3.633841,3.070955,4.470269,3.144521,1.456742,3.2576,1.212526,4.849051,1.37011
3.723514,2.966456,4.368084,3.12521,1.507787,3.207458,1.286911,4.887202,1.431044
3.584785,2.78816,4.358255,3.012497,1.555869,3.13466,1.316848,4.816072,1.452179
3.514358,2.698777,4.308425,2.90569,1.606497,3.102441,1.279896,4.806001,1.5744
3.163714,2.542165,4.232986,2.766427,1.712831,3.08727,1.227837,4.629508,1.682728
2.882694,2.456877,4.24326,2.721037,1.848707,2.977149,1.102069,4.641763,1.694717
2.646958,2.403601,4.22561,2.626281,1.790689,2.817876,1.120827,4.611587,1.667547
2.617253,2.507372,4.204365,2.50869,1.807897,2.685976,1.104815,4.700305,1.462492
2.573172,2.639378,4.219285,2.557265,1.780199,2.552261,1.064373,4.941796,1.312437
2.59084,2.780518,4.179806,2.542621,1.707206,2.350723,0.9388399,5.107158,1.187895
2.863736,2.901536,4.151109,2.568137,1.535607,2.293307,0.9472618,5.288434,1.056057
3.039529,3.04479,4.160956,2.557331,1.46207,2.162406,0.9631739,5.3711,0.9703331
3.121466,2.989792,4.222816,2.510051,1.341574,2.084188,0.9368916,5.338464,0.9717693
3.130886,2.901786,4.055487,2.490393,1.268136,1.961088,0.9062061,5.254216,1.024511
3.064619,2.703178,4.048233,2.421999,1.390021,1.912961,0.8821716,5.191096,1.237976
2.924486,2.535527,4.087433,2.339584,1.458288,1.734433,0.7704849,5.130931,1.338873
2.7396,2.371158,4.055549,2.285353,1.579705,1.64554,0.7769957,5.156779,1.402676
2.625036,2.320441,3.982567,2.301291,1.742247,1.694407,0.6877508,5.397706,1.450279
2.475174,2.223792,3.874025,2.415627,1.794656,1.717934,0.6148119,5.627873,1.478106
2.33345,2.181347,3.689965,2.440466,1.816081,1.659517,0.5454216,5.716182,1.458178
2.187563,2.131652,3.60538,2.390198,1.662139,1.727478,0.6020222,5.627131,1.470253
2.065569,2.219845,3.394464,2.241251,1.600316,1.746502,0.5164833,5.471927,1.511814
1.999933,2.180739,3.21456,2.243334,1.400692,1.816807,0.3717146,5.358186,1.545971
2.030875,2.154915,3.09841,2.266886,1.219748,1.900192,0.2606287,5.168437,1.533852
1.963203,2.107198,3.171045,2.234187,1.144568,2.042307,0.134058,5.041318,1.588947
1.873152,2.140287,3.311245,2.246852,1.08058,2.013976,0.1321096,4.790008,1.455704
1.838674,2.183539,3.329042,2.196943,1.144705,1.998315,0.103651,4.755139,1.426952
1.825872,2.158013,3.3401,2.12777,1.225226,2.104446,0,4.718358,1.368134
1.817186,2.092901,3.428322,2.19332,1.25539,2.102498,0.01008701,4.549436,1.289055
1.836123,2.047668,3.480468,2.29138,1.345037,2.040239,0.1475191,4.368281,1.170643
1.793012,1.925636,3.565145,2.342672,1.327107,1.99198,0.2877712,4.202397,1.199446
1.7825,1.872726,3.492166,2.313206,1.34283,1.878798,0.3689795,4.025645,1.212334
1.9249,1.832432,3.371855,2.385258,1.251146,1.787388,0.5104494,4.062867,1.280624
1.99916,1.764653,3.356915,2.426712,1.19588,1.81876,0.6490908,4.139483,1.448412
1.891687,1.754067,3.221189,2.45129,1.102986,1.692819,0.6894493,4.232963,1.508284
1.915131,1.734132,3.133008,2.516869,1.134805,1.535387,0.8476229,4.276042,1.603153
1.946418,1.679974,2.925228,2.456354,1.243658,1.482596,0.8215523,4.351192,1.801695
1.912895,1.671546,2.929104,2.422075,1.328595,1.506639,0.7627125,4.32661,1.907515
1.767415,1.687825,3.026793,2.45489,1.407307,1.478169,0.8474207,4.24956,1.904055
1.615232,1.672256,3.068904,2.532453,1.535709,1.543561,0.8623066,4.211755,1.774834
1.468264,1.636604,3.232871,2.540089,1.575146,1.56649,0.8714113,4.197288,1.615589
1.344907,1.588648,3.346988,2.564544,1.529693,1.547155,0.8636885,4.027339,1.367821
1.179396,1.553985,3.30243,2.543514,1.513842,1.574996,0.8171616,3.924367,1.263498
0.9495754,1.539983,3.333228,2.397839,1.595615,1.559779,0.8401337,3.794087,1.257641
0.7550297,1.572183,3.310113,2.367812,1.574014,1.474456,0.8154783,3.642406,1.197762
0.6816721,1.482219,3.340371,2.214844,1.648003,1.480564,0.941205,3.546107,1.428885
0.6357079,1.547038,3.268426,2.149285,1.703422,1.553445,0.9885321,3.460887,1.636486
0.4503126,1.676566,3.257592,2.084498,1.693957,1.661802,1.073631,3.380092,1.813055
0.3876772,1.756682,3.290491,1.951719,1.725721,1.751504,1.164333,3.465192,1.863964
0.4675207,1.656824,3.247387,1.953334,1.798573,1.824161,1.154402,3.518781,1.765549
0.4860306,1.555711,3.233151,1.910804,1.682538,1.993203,1.132831,3.644618,1.737411
0.439743,1.410325,3.087657,2.053518,1.636025,2.083911,1.037136,3.656653,1.660648
0.3697405,1.303266,2.819205,2.086143,1.700664,2.161104,0.8488588,3.661216,1.592287
0.323391,1.202845,2.662147,2.120883,1.749188,2.217413,0.8396654,3.655028,1.598616
0.3896036,1.161182,2.442188,2.24168,1.728781,2.27766,0.9054022,3.664725,1.611368
0.5059566,1.056993,2.256433,2.164156,1.638884,2.329634,1.018956,3.77254,1.86669
0.4813251,1.172294,2.022576,2.114398,1.458797,2.373214,1.136456,3.793542,1.982182
0.4162445,1.171777,1.867336,2.006865,1.267349,2.382238,1.31211,3.870376,2.1469
0.5166035,1.143909,1.897608,1.92622,1.258952,2.412878,1.489537,4.066205,2.206985
0.5475368,1.055321,1.971614,1.950433,1.236098,2.381512,1.56093,4.131438,2.131453
0.434536,1.008503,2.134182,1.954275,1.117264,2.397688,1.663246,4.143064,2.165319
0.3445463,0.9192657,2.244092,2.038081,1.178839,2.361755,1.558978,4.107745,2.125771
0.2284632,0.8446579,2.314144,2.15496,1.248126,2.242399,1.467665,4.098329,2.116724
0.1239691,0.7434673,2.342417,2.319027,1.317761,2.104024,1.492176,3.892943,2.155956
0.05033875,0.7019463,2.1706,2.467384,1.237639,1.96692,1.442737,3.796004,2.107399
0,0.6320906,2.0058,2.523665,1.10428,1.898787,1.347509,3.798356,2.156368
0.02062321,0.6098652,1.838435,2.574533,1.024392,1.735751,1.323213,3.799926,2.066645
0,0.6149836,1.647433,2.541237,1.059278,1.587145,1.119319,3.884856,2.196894
0.06807852,0.7321329,1.505599,2.499153,1.38369,1.640173,0.9953623,3.973086,2.297367
0.017869,0.875762,1.528419,2.422029,1.550512,1.727446,0.9408712,4.08101,2.294193
0.06506681,0.9369183,1.63098,2.205284,1.671402,1.848586,0.8983202,4.159841,2.446194
0.05646276,0.9299755,1.639918,2.091249,1.79495,1.908526,0.7235136,4.278331,2.563158
0,1.021076,1.766038,1.948014,1.940715,1.846552,0.7576456,4.397162,2.723242
0,1.010454,1.830206,1.763591,1.935475,1.718301,0.8431721,4.37033,2.877783
0,0.8860569,1.70968,1.826295,1.725432,1.616715,0.8758965,4.379392,2.906031
0.09297991,0.8060303,1.606989,2.000076,1.604657,1.511677,0.8546839,4.227901,2.933565
0.08575058,0.7119246,1.499056,2.207721,1.525823,1.168346,0.9173794,3.935279,2.822357
0.09558344,0.7140265,1.454574,2.32338,1.632535,1.003254,0.9144678,3.566113,2.791744
0.292304,0.742135,1.372284,2.333562,1.793334,0.9996471,1.045741,3.136027,2.714418
0.261899,0.806881,1.404085,2.350722,1.935487,1.057778,1.129713,2.855418,2.573074
0.34232,0.8271818,1.414574,2.439384,2.111835,1.127769,1.109432,2.745423,2.612135
0.1876287,0.8616428,1.449817,2.547367,2.289002,1.204541,1.039527,2.732223,2.607723
0.013515,0.8784189,1.630537,2.486352,2.382054,1.19941,1.035407,2.892758,2.613735
0,0.8407269,1.750322,2.414454,2.250384,1.177211,0.9962215,3.054141,2.723423
0.006629467,0.7378492,1.727173,2.458789,2.061048,1.167031,0.9177256,3.17143,2.767157
0,0.740612,1.725308,2.449758,1.854155,1.087029,0.7151785,3.205722,2.72393
0,0.7328005,1.665072,2.342712,1.621406,0.8378887,0.7812157,3.094579,2.571074
0.1435337,0.6825485,1.724388,2.226563,1.415048,0.7158413,0.9045382,2.935866,2.41839
0.2025676,0.6080875,1.641435,2.0915,1.218127,0.7129097,0.9622364,2.687842,2.354845
0.1801243,0.557025,1.584779,2.224216,1.156957,0.607625,1.002213,2.418366,2.266956
0.1113133,0.5482035,1.478135,2.470566,1.162039,0.5787973,1.031795,2.252744,2.208078
0.0226512,0.5226812,1.514966,2.589947,1.145244,0.6172237,0.8855648,2.145441,2.196711
0.05610228,0.4860859,1.509486,2.65017,1.103261,0.6139774,0.7368975,2.045899,2.115362
0.02582645,0.4931393,1.60402,2.769217,1.045331,0.7364588,0.6459723,1.900891,2.231831
0,0.4063807,1.529461,2.707232,1.051593,0.9370747,0.5464354,1.872708,2.241735
0,0.3205395,1.364763,2.602512,1.031396,1.018895,0.4509058,1.950289,2.301857
0,0.3061571,1.356785,2.381685,1.082321,1.123711,0.5383644,2.080735,2.35375
0.09205103,0.2082844,1.381941,2.172318,1.06793,1.272007,0.671155,2.257483,2.425007
0.1314468,0.05581284,1.360794,1.980923,1.137782,1.529653,0.7486696,2.477448,2.507902
0.2690439,0,1.34024,2.018157,1.14151,1.683541,0.9470396,2.664414,2.461153
0.2967463,0.08092117,1.255392,2.020213,1.163188,1.904757,0.8811989,2.840171,2.35733
0.3786311,0.148488,1.339314,1.961616,1.00299,1.973167,0.7182503,2.939345,2.324781
0.5295024,0.3047285,1.262874,1.944692,0.8121548,2.037354,0.6180201,2.861901,2.261705
0.49472,0.417243,1.205434,2.071042,0.7068996,2.025828,0.5780191,2.827998,2.269138
0.4089923,0.4899874,1.024853,2.036498,0.7088575,1.98387,0.4599953,2.781817,2.163216
0.4777865,0.5023537,0.7808895,1.933027,0.7872753,1.849118,0.4206524,2.816556,2.246819
0.3568201,0.6004639,0.7606449,1.917153,0.9163542,1.632913,0.5441189,2.849734,2.258137
0.3574138,0.5790386,0.7407913,1.964024,1.055314,1.458241,0.6291142,2.840121,2.119965
0.34062,0.6082897,0.7375622,1.96773,1.212023,1.246453,0.6698914,2.875199,1.906376
0.3358574,0.5633516,0.7492542,2.059133,1.241158,1.095884,0.822279,2.821237,1.699514
0.1729608,0.5205173,0.7690744,2.120628,1.262401,0.9198341,0.695035,2.709407,1.496937
0.147727,0.5161667,0.8619146,1.955297,1.14318,0.7879429,0.6616888,2.438043,1.402359
0.179019,0.5305738,0.7503252,1.807923,1.055649,0.9340038,0.6578779,2.036455,1.41852
0.1588535,0.5057478,0.625535,1.708871,1.12847,1.087292,0.6205826,1.874932,1.573305
0.007524014,0.4566936,0.4720449,1.416537,1.223486,1.254827,0.5884943,1.640328,1.710745
0.06429148,0.3246107,0.1833954,1.253977,1.373824,1.442795,0.577322,1.629843,1.88868
